tissue,health_state,set,network_name,network_code,pathway,count
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Taurine and hypotaurine metabolism,1
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Terpenoid backbone biosynthesis,5
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Thiamine metabolism,2
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Toluene degradation,6
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,"Tropane, piperidine and pyridine alkaloid biosynthesis",9
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Tryptophan metabolism,26
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Tyrosine metabolism,26
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Ubiquinone and other terpenoid-quinone biosynthesis,2
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,"Valine, leucine and isoleucine biosynthesis",2
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,"Valine, leucine and isoleucine degradation",22
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Various types of N-glycan biosynthesis,7
Lung,Cancer,MDS,Lung_Cancer_MDS,LCM,Vitamin B6 metabolism,1
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Aflatoxin biosynthesis,2
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,"Alanine, aspartate and glutamate metabolism",17
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,alpha-Linolenic acid metabolism,255
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Aminoacyl-tRNA biosynthesis,20
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Aminobenzoate degradation,132
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Amino sugar and nucleotide sugar metabolism,25
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Arachidonic acid metabolism,78
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Arginine and proline metabolism,62
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Arginine biosynthesis,7
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Ascorbate and aldarate metabolism,12
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Benzoate degradation,279
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,beta-Alanine metabolism,145
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Betalain biosynthesis,16
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Biosynthesis of ansamycins,2
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Biosynthesis of antibiotics,451
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Biosynthesis of secondary metabolites,777
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Biosynthesis of unsaturated fatty acids,234
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Biotin metabolism,27
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Butanoate metabolism,201
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Caffeine metabolism,37
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Caprolactam degradation,189
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Carbon fixation in photosynthetic organisms,12
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Carbon fixation pathways in prokaryotes,206
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Chloroalkane and chloroalkene degradation,19
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Citrate cycle (TCA cycle),22
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,"Cutin, suberine and wax biosynthesis",1
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Cyanoamino acid metabolism,5
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Cysteine and methionine metabolism,28
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,D-Alanine metabolism,1
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,D-Arginine and D-ornithine metabolism,1
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,D-Glutamine and D-glutamate metabolism,1
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Drug metabolism - cytochrome P450,99
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Drug metabolism - other enzymes,60
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Ether lipid metabolism,22
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Ethylbenzene degradation,93
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Fatty acid biosynthesis,172
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Fatty acid degradation,648
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Fatty acid elongation,400
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Flavone and flavonol biosynthesis,4
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Folate biosynthesis,39
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Fructose and mannose metabolism,21
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Galactose metabolism,25
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Geraniol degradation,278
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glucosinolate biosynthesis,3
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glutathione metabolism,55
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glycerolipid metabolism,118
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glycerophospholipid metabolism,104
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,"Glycine, serine and threonine metabolism",61
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glycolysis / Gluconeogenesis,62
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,8
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,6
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glycosaminoglycan biosynthesis - keratan sulfate,8
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glycosaminoglycan degradation,41
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glycosphingolipid biosynthesis - ganglio series,15
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glycosphingolipid biosynthesis - globo and isoglobo series,23
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glycosphingolipid biosynthesis - lacto and neolacto series,29
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,2
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Glyoxylate and dicarboxylate metabolism,20
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Histidine metabolism,56
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Inositol phosphate metabolism,19
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Insect hormone biosynthesis,12
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Isoquinoline alkaloid biosynthesis,40
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Limonene and pinene degradation,106
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Linoleic acid metabolism,44
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Lipoic acid metabolism,2
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Lysine biosynthesis,2
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Lysine degradation,220
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Mannose type O-glycan biosynthesis,5
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Metabolic pathways,1435
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Metabolism of xenobiotics by cytochrome P450,110
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Methane metabolism,20
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Microbial metabolism in diverse environments,443
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Monobactam biosynthesis,1
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Mucin type O-glycan biosynthesis,9
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Naphthalene degradation,5
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,"Neomycin, kanamycin and gentamicin biosynthesis",5
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,N-Glycan biosynthesis,23
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Nicotinate and nicotinamide metabolism,24
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Nitrogen metabolism,2
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Novobiocin biosynthesis,4
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,One carbon pool by folate,20
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Other glycan degradation,7
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Other types of O-glycan biosynthesis,2
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Oxidative phosphorylation,4
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Pantothenate and CoA biosynthesis,16
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Pentose and glucuronate interconversions,13
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Pentose phosphate pathway,22
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Phenylalanine metabolism,148
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,"Phenylalanine, tyrosine and tryptophan biosynthesis",5
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Phenylpropanoid biosynthesis,6
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Phosphonate and phosphinate metabolism,4
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Porphyrin and chlorophyll metabolism,16
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Primary bile acid biosynthesis,36
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Propanoate metabolism,137
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Purine metabolism,62
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Pyrimidine metabolism,47
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Pyruvate metabolism,39
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Retinol metabolism,52
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Riboflavin metabolism,5
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Secondary bile acid biosynthesis,4
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Selenocompound metabolism,5
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Sesquiterpenoid and triterpenoid biosynthesis,2
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Sphingolipid metabolism,30
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Starch and sucrose metabolism,28
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Steroid biosynthesis,140
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Steroid hormone biosynthesis,75
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Streptomycin biosynthesis,9
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Styrene degradation,3
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Sulfur metabolism,3
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Synthesis and degradation of ketone bodies,4
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Taurine and hypotaurine metabolism,10
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Terpenoid backbone biosynthesis,20
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Thiamine metabolism,9
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Toluene degradation,90
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,"Tropane, piperidine and pyridine alkaloid biosynthesis",23
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Tryptophan metabolism,287
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Tyrosine metabolism,70
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Ubiquinone and other terpenoid-quinone biosynthesis,2
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,"Valine, leucine and isoleucine biosynthesis",3
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,"Valine, leucine and isoleucine degradation",318
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Various types of N-glycan biosynthesis,17
Lung,Cancer,nonMDS,Lung_Cancer_nonMDS,LCNM,Vitamin B6 metabolism,5
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Aflatoxin biosynthesis,1
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,"Alanine, aspartate and glutamate metabolism",5
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,alpha-Linolenic acid metabolism,17
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Aminoacyl-tRNA biosynthesis,1
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Aminobenzoate degradation,7
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Amino sugar and nucleotide sugar metabolism,20
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Arachidonic acid metabolism,16
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Arginine and proline metabolism,11
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Arginine biosynthesis,3
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Ascorbate and aldarate metabolism,3
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Benzoate degradation,12
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,beta-Alanine metabolism,16
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Betalain biosynthesis,6
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Biosynthesis of antibiotics,102
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Biosynthesis of secondary metabolites,163
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Biosynthesis of unsaturated fatty acids,17
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Butanoate metabolism,12
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Caffeine metabolism,3
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Caprolactam degradation,15
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Carbon fixation in photosynthetic organisms,4
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Carbon fixation pathways in prokaryotes,19
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Chloroalkane and chloroalkene degradation,5
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Citrate cycle (TCA cycle),14
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Cyanoamino acid metabolism,4
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Cysteine and methionine metabolism,9
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,D-Glutamine and D-glutamate metabolism,1
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Drug metabolism - cytochrome P450,23
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Drug metabolism - other enzymes,38
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Ether lipid metabolism,9
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Ethylbenzene degradation,3
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Fatty acid biosynthesis,22
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Fatty acid degradation,44
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Fatty acid elongation,21
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Folate biosynthesis,17
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Fructose and mannose metabolism,16
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Galactose metabolism,26
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Geraniol degradation,11
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glutathione metabolism,19
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glycerolipid metabolism,24
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glycerophospholipid metabolism,16
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,"Glycine, serine and threonine metabolism",24
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glycolysis / Gluconeogenesis,50
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,8
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,3
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glycosaminoglycan biosynthesis - keratan sulfate,3
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glycosaminoglycan degradation,10
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glycosphingolipid biosynthesis - ganglio series,12
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glycosphingolipid biosynthesis - globo and isoglobo series,9
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glycosphingolipid biosynthesis - lacto and neolacto series,8
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Glyoxylate and dicarboxylate metabolism,15
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Histidine metabolism,17
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Inositol phosphate metabolism,10
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Insect hormone biosynthesis,2
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Isoquinoline alkaloid biosynthesis,6
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Limonene and pinene degradation,6
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Linoleic acid metabolism,8
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Lysine degradation,22
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Metabolic pathways,357
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Metabolism of xenobiotics by cytochrome P450,24
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Methane metabolism,7
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Microbial metabolism in diverse environments,95
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Mucin type O-glycan biosynthesis,4
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Naphthalene degradation,3
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,"Neomycin, kanamycin and gentamicin biosynthesis",11
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,N-Glycan biosynthesis,2
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Nicotinate and nicotinamide metabolism,17
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Nitrogen metabolism,5
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,One carbon pool by folate,11
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Other glycan degradation,11
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Other types of O-glycan biosynthesis,1
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Oxidative phosphorylation,4
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Pantothenate and CoA biosynthesis,3
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Pentose and glucuronate interconversions,10
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Pentose phosphate pathway,7
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Phenylalanine metabolism,17
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Phenylpropanoid biosynthesis,4
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Phosphonate and phosphinate metabolism,1
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Porphyrin and chlorophyll metabolism,4
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Primary bile acid biosynthesis,6
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Propanoate metabolism,14
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Purine metabolism,67
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Pyrimidine metabolism,50
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Pyruvate metabolism,32
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Retinol metabolism,10
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Riboflavin metabolism,2
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Selenocompound metabolism,2
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Sphingolipid metabolism,11
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Starch and sucrose metabolism,19
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Steroid biosynthesis,5
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Steroid hormone biosynthesis,14
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Streptomycin biosynthesis,13
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Styrene degradation,2
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Sulfur metabolism,2
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Synthesis and degradation of ketone bodies,3
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Taurine and hypotaurine metabolism,3
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Terpenoid backbone biosynthesis,3
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Thiamine metabolism,4
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Toluene degradation,4
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,"Tropane, piperidine and pyridine alkaloid biosynthesis",2
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Tryptophan metabolism,25
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Tyrosine metabolism,25
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Ubiquinone and other terpenoid-quinone biosynthesis,1
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,"Valine, leucine and isoleucine biosynthesis",2
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,"Valine, leucine and isoleucine degradation",19
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Various types of N-glycan biosynthesis,5
Lung,Healthy,MDS,Lung_Healthy_MDS,LHM,Vitamin B6 metabolism,3
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Acarbose and validamycin biosynthesis,1
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Aflatoxin biosynthesis,1
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,"Alanine, aspartate and glutamate metabolism",19
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,alpha-Linolenic acid metabolism,295
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Aminoacyl-tRNA biosynthesis,19
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Aminobenzoate degradation,151
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Amino sugar and nucleotide sugar metabolism,81
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Arachidonic acid metabolism,82
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Arginine and proline metabolism,78
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Arginine biosynthesis,5
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Ascorbate and aldarate metabolism,27
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Benzoate degradation,348
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,beta-Alanine metabolism,246
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Betalain biosynthesis,15
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Biosynthesis of ansamycins,2
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Biosynthesis of antibiotics,595
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Biosynthesis of secondary metabolites,981
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Biosynthesis of unsaturated fatty acids,278
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Biosynthesis of vancomycin group antibiotics,1
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Biotin metabolism,36
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Butanoate metabolism,248
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,C5-Branched dibasic acid metabolism,5
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Caffeine metabolism,36
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Caprolactam degradation,236
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Carbon fixation in photosynthetic organisms,13
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Carbon fixation pathways in prokaryotes,254
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Chloroalkane and chloroalkene degradation,28
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Citrate cycle (TCA cycle),22
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,"Cutin, suberine and wax biosynthesis",2
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Cyanoamino acid metabolism,2
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Cysteine and methionine metabolism,29
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,D-Alanine metabolism,1
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,D-Arginine and D-ornithine metabolism,1
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,D-Glutamine and D-glutamate metabolism,1
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Drug metabolism - cytochrome P450,115
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Drug metabolism - other enzymes,86
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Ether lipid metabolism,20
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Ethylbenzene degradation,114
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Fatty acid biosynthesis,207
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Fatty acid degradation,958
Lung,Healthy,nonMDS,Lung_Healthy_nonMDS,LHNM,Fatty acid elongation,584
